mold_name,model_number,release_name,color_description,release_year_start,release_year_end
Warmblood Mare,4214,Decorate Emoji Horse With 60 stickers,black,2018,2020
Warmblood Mare,8151,Carnation,pink carnations,2012,
Warmblood Mare,8155,Lily of the Valley,green lilies,2012,
Warmblood Mare,8157,Larkspur,blue larkspur,2012,
Warmblood Mare,8161,Chrysanthemum,light green chrysanthemums,2012,
Warmblood Mare,9103,"Classics 2010 World Equestrian Games Three-Horse Set With Show Thoroughbred, Warmblood Stallion",bay,2010,
Warmblood Mare,9157,Warmblood Mare,black,2014,
Warmblood Mare,61083,"Peace, Love, & Horses",multicolored with flowers and peace symbols,2014,2015
Warmblood Mare,62223,Neapolitan,"chocolate, pearly vanilla, strawberry w/ pearly icing and sprinkles",2023,
Warmblood Mare,500107,Ariat,"chestnut, Ariat brand on hip",2007,2008
Warmblood Mare,701723,Fawn,dun,2012,
Warmblood Mare,703110,Elsinore,bay snowflake blanket,2008,
Warmblood Mare,712917,"Breyer Kids Club Deluxe Gift Set With blanket and the ""Welcome to the World of Breyer"" booklet, packed in a drawstring backpack, subscription to Young Rider Magazine, BreyerHorses.com gift card.",palomino,2014,
Warmblood Mare,755454,Palomino Quarter Horse,palomino,2012,
Warmblood Mare,B-FS-10255,Birthday at the Barn,"buckskin, star with stripe, sock on both front legs, stocking on right rear leg",2025,
Warmblood Stallion,612,Dark Bay Hanoverian,"dark bay, blaze, black points, four stockings",2009,2011
Warmblood Stallion,937,Chestnut Appaloosa,chestnut blanket,2017,2020
Warmblood Stallion,6178,Black Beauty with Book,"black, star, black mane/tail, off fore sock",2018,
Warmblood Stallion,8166,Taurus,dusty rose,2015,
Warmblood Stallion,9103,"Classics 2010 World Equestrian Games Three-Horse Set With Show Thoroughbred, Warmblood Mare",chestnut,2010,
Warmblood Stallion,61061,"Sport Horse Family With Ruffian, Morgan Foal",mahogany bay,2013,2018
Warmblood Stallion,61088,Butterfly Kisses,"decorator; light blue with darker blue mane/tail, shaded pink muzzle, butterflies and flowers on body, cheek",2015,2016
Warmblood Stallion,61090,"Show Jumping Set With black leather English tack, two jumps","palomino, white mane/tail, off fore sock",2015,2017
Warmblood Stallion,61106,"Saddle Club Tacking Up Gift Set Featuring Comanche With English saddle, English bridle, saddle pad, blanket, halter with lead, tack trunk, and information booklet",bay,2008,2010
Warmblood Stallion,62008,Warmblood Horse and Foal With Warmblood Foal,dappled grey,2008,2010
Warmblood Stallion,62068,Lysander,"pearly white w/ lavender and grey accents, silver horn",2023,
Warmblood Stallion,300311,"Bonanza Four Piece Classics Set With Black Beauty, Duchess, Ruffian",black pinto,2009,
Warmblood Stallion,703111,Tivoli,grey blanket,2008,
Warmblood Stallion,711233,Art Nouveau,"blue clearware with ""art nouveau"" design",2015,
Warmblood Stallion,711987,Black Beauty,black,2012,2016
Warmblood Stallion,711987G,Glossy Black Beauty,glossy black,2013,
Warmblood Stallion,711988,"Black Beauty Model and Book Set With softcover Black Beauty, written by Anna Sewell",black,2012,2016
Warmblood Stallion,712070,"Welcome to the World of Breyer Kit, Deluxe Kid's Club Membership With a red Breyer blanket and a Welcome to the World of Breyer magazine presented in a kid's size Breyer drawstring backpack",metallic grey,2012,2013
Warmblood Stallion,712343,Ratsputin,"wild bay with rat inspired pinto markings, glow in the dark",2020,
Warmblood Stallion,712424,Baltazar,blue and pink with gold deco clearware,2021,
Warmblood Stallion,712461,Breyer Kids Club Deluxe Gift Set,black leopard,2022,
Warmblood Stallion,755452,Dark Bay Hanoverian Sunshine Stables,dark bay,2012,
Warmblood Stallion,B-FS-10251,Power & Precision - Horse and Foal Set,"chestnut, blaze, stockings",2025,
American Saddlebred,1021,Belle,"reddish bay, double star, black points, four stockings",1995,1998
American Saddlebred,1603,American Saddlebred,"matte black, solid face, black mane/tail, off hind sock",1999,2000
American Saddlebred,1616,American Saddlebred,"dapple rose grey, star, black points, hind stockings",2001,2003
American Saddlebred,1630,"English Show Horse and Rider Set With doll, English saddle and bridle","semigloss black, blaze, black mane/tail, three stockings, not near hind",2003,2004
American Saddlebred,1651,American Saddlebred,"bay tobiano, blaze, snip, shaded muzzle, black and white mane, white tail",2005,2006
American Saddlebred,1669,American Saddlebred Horse Lovers Club,"bay tobiano, blaze, snip, shaded muzzle, black and white mane, white tail",2007,
American Saddlebred,9030,American Saddlebred,"palomino, solid face, white points",1985,1988
American Saddlebred,9030,American Saddlebred,"medium bay, star or solid face, black points",1985,1988
American Saddlebred,9030,American Saddlebred,"red chestnut, star, chestnut mane/tail same color or darker",1985,1988
American Saddlebred,9070,American Saddlebred,"black tobiano, long star, white mane/tail",1990,1994
American Saddlebred,711090,"Breyer Parade of Breeds Collector's Assortment III With Arabian Stallion, Clydesdale, Morgan Stallion, Quarter Horse Stallion, Thoroughbred Stallion","seal brown, solid face, charcoal-brown points, four stockings",1990,
American Saddlebred,713267,"Breyer Parade of Breeds Collector Assortment I With Arabian Stallion, Morgan Stallion, Quarter Horse Stallion, Thoroughbred Stallion","dark chestnut tobiano, long star, white mane/tail",1988,
American Saddlebred,719051,"Breyer Parade of Breeds Collector's Assortment II With Arabian Stallion, Clydesdale, Morgan Stallion, Quarter Horse Stallion, Thoroughbred Stallion","palomino tobiano, long star, white mane/tail",1989,
American Saddlebred,720019,American Saddlebred,"semigloss black, black mane/tail, off hind stocking",2006,
American Saddlebred,1985,1985 Toy Fair (500 made) - With hang tagSame as below.,,,
Arabian Stallion,1001,"Bitsy Breyer and Arabian Stallion Beach Set With doll, plastic bridle, surf board, comb.","bay, black points, no white markings",1983,1985
Arabian Stallion,1001,"Bitsy Breyer and Arabian Stallion Beach Set With doll, plastic bridle, surf board, comb.","chestnut, darker chestnut mane/tail, no white markings",1983,1985
Arabian Stallion,1001,"Bitsy Breyer and Arabian Stallion Beach Set With doll, plastic bridle, surf board, comb.","smoke grey, black points, no white markings",1983,1985
Arabian Stallion,1016,"Starlight and Carole Cross Country Set With doll, plastic English saddle and bridle, competitor's number, comb.","very dark mahogany bay, star, black points, black hooves",1994,1997
Arabian Stallion,1601,Half-Arabian/Bay Pinto,chestnut tobiano,1999,2000
Arabian Stallion,1607,English Pleasure Arabian With doll and English saddle and bridle,liver chestnut,1999,2000
Arabian Stallion,1614,Half Arabian Palomino,"palomino, star, white mane/tail",2001,2003
Arabian Stallion,1620,"English Show Horse & Rider Set With doll, crop, and brown plastic English saddle and bridle.","fleabitten grey, darker grey mane/tail, knees, hocks",2001,2002
Arabian Stallion,1634,Arabian,"blood bay, blaze, black points, four stockings",2003,2005
Arabian Stallion,1643,"Glamour Girls Ranch with Horse and Rider With rider, barn, and accessories.","dapple grey, darker grey mane and knees, light and dark grey tail",2005,2008
Arabian Stallion,1653,Arabian,"bay, black points, three socks, not near fore",2005,2006
Arabian Stallion,1671,Arabian Horse Lovers Club,"bay, black points, three socks, not near fore",2007,
Arabian Stallion,4114,"Paint Your Own Horse Kit With unpainted Thoroughbred Stallion, paint, instructions.",unpainted,2005,2020
Arabian Stallion,9001,Arabian Stallion,"bay, black points, no white markings",1984,1988
Arabian Stallion,9001,Arabian Stallion,"chestnut, darker chestnut mane/tail, no white markings",1984,1988
Arabian Stallion,9001,Arabian Stallion,"smoke grey, black points, no white markings",1984,1988
Arabian Stallion,9001,Arabian Stallion,"smoke grey, black mane/tail, charcoal grey lower legs, no white markings",1984,1988
Arabian Stallion,9045,Arabian Stallion,"alabaster, pink nose and inner ears, grey mane/tail",1989,1994
Arabian Stallion,710496,"Young Equestrian Team With Quarter Horse Stallion, Thoroughbred Stallion","chestnut, solid face, darker greyish-chestnut mane/tail, grey shaded knees and hocks, four stockings",1996,
Arabian Stallion,710997,Young Champions Show Horse Set With Quarter Horse Stallion (2),"chestnut tobiano, white mane, white tail with grey shaded tip",1997,
Arabian Stallion,711090,"Breyer Parade of Breeds Collector's Assortment III With American Saddlebred, Clydesdale, Morgan Stallion, Quarter Horse Stallion, Thoroughbred Stallion","alabaster, pink nose and inner ears, grey mane/tail",1990,
Arabian Stallion,713267,"Breyer Parade of Breeds With American Saddlebred, Morgan Stallion, Quarter Horse Stallion, Thoroughbred Stallion","black, black mane/tail, no white markings, brown hooves",1988,
Arabian Stallion,719051,"Breyer Parade of Breeds Collector's Assortment II With American Saddlebred, Clydesdale, Morgan Stallion, Quarter Horse Stallion, Thoroughbred Stallion","dapple grey, solid face, darker grey or charcoal points, four socks/stockings",1989,
Arabian Stallion,720017,Half-Arabian Bay Pinto,"bay pinto, white mane, grey and white streaked tail",2006,
Arabian Stallion,760184,"Pine Hollow Stables Deluxe Playset With Arabian Stallion, Morgan Stallion, Thoroughbred Stallion","black, star, black mane/tail",2008,
Arabian Stallion,994141,"Paint & Trade Activity Kit With Thoroughbred Stallion, brush, paint pots, instruction book",unpainted,2009,
Clydesdale,1604,Clydesdale,"red bay, bald face, black points, four stockings",1999,2003
Clydesdale,1628,Spotted Drafter,"chestnut tobiano, white mane, chestnut tail",2003,
Clydesdale,1638,Spotted Drafter,"blue roan overo, darker face, tail, and upper legs, dark grey and white mane, four high stockings",2003,2005
Clydesdale,1650,Spotted Drafter,"black sabino, bald face, three stockings, not near hind",2005,2006
Clydesdale,1650,Spotted Drafter,"blue sabino, bald face, three stockings, not near hind",2005,2006
Clydesdale,1668,Spotted Drafter Horse Lovers Club,"black sabino, bald face, three stockings, not near hind",2007,
Clydesdale,3170,Circus Extravaganza With Clydesdale Stallion,"dark dappled bay, black points, shaded muzzle, some with off fore sock",1994,1995
Clydesdale,3175,"Action Drafters, Big and Small With Friesian","grey dun, solid face, charcoal belly and muzzle, black points",1994,1995
Clydesdale,9025,Clydesdale,"bay, solid face, black mane/tail, no black on legs, four stockings",1984,1988
Clydesdale,9065,Shire,"black, solid face, grey nose, black mane/tail, four stockings",1990,1994
Clydesdale,419025,"Charger, the Great Horse","dapple grey, baldish face, darker grey mane/tail, four stockings",1989,
Clydesdale,711090,"Breyer Parade of Breeds Collector's Assortment III With American Saddlebred, Arabian Stallion, Morgan Stallion, Quarter Horse Stallion, Thoroughbred Stallion","dapple grey, more dapples than #419025, baldish face, darker grey mane/tail, four stockings",1990,
Clydesdale,719051,"Breyer Parade of Breeds Collector's Assortment II With American Saddlebred, Arabian Stallion, Morgan Stallion, Quarter Horse Stallion, Thoroughbred Stallion","golden sorrel, flaxen/light sorrel mane/tail, four stockings",1989,
Clydesdale,719051,"Breyer Parade of Breeds Collector's Assortment II With American Saddlebred, Arabian Stallion, Morgan Stallion, Quarter Horse Stallion, Thoroughbred Stallion","light golden sorrel, flaxen/light sorrel mane/tail, four stockings",1989,
Clydesdale,B-CR-10370,Paint & Play Clydesdale Horse,unpainted,2025,
Quarter Horse Stallion,1015,"Bitsy Breyer and Quarter Horse Western Set With doll, plastic western saddle and bridle, comb","bay, solid face, black points, no or various stockings",1984,1987
Quarter Horse Stallion,1015,"Bitsy Breyer and Quarter Horse Western Set With doll, plastic western saddle and bridle, comb","buckskin, solid face, black points, some with four stockings, some with black legs",1984,1987
Quarter Horse Stallion,1015,"Bitsy Breyer and Quarter Horse Western Set With doll, plastic western saddle and bridle, comb","palomino, most with solid face, white mane/tail, various stockings",1984,1987
Quarter Horse Stallion,1019,"Spot and Kate With doll, western tack, comb","black extended blanket, blaze, black mane/tail, four stockings",1994,1998
Quarter Horse Stallion,1023,Moonglow,"reddish dun, bald face, darker red dun mane/tail, four stockings",1995,1998
Quarter Horse Stallion,1026,"Chocolate and Jeannie With doll, western tack, comb","dark brown blaze, chocolate brown points",1996,1998
Quarter Horse Stallion,1609,"Western Pleasure Quarter Horse With doll, western tack","red roan, darker head, red chestnut points, hind socks",1999,2000
Quarter Horse Stallion,1610,"Western Games Appaloosa With doll, western tack, doll (shown with saddle only)","chestnut semi-leopard, darker lower head, chestnut mane/tail same shade as body, darker knees, four stockings",1999,2000
Quarter Horse Stallion,1617,Chestnut Blanket Appaloosa,"chestnut blanket, darker lower head, mane/tail same color as body, black legs, four pasterns",2001,2003
Quarter Horse Stallion,1621,"Western Pleasure Horse & Rider Set With doll, brown western tack, comb","dun, blaze, pink muzzle, chocolate brown points, primitive leg barring, four stockings",2001,2004
Quarter Horse Stallion,1631,"Western Games Horse & Rider Set With doll, brown western tack, comb","bay tobiano, blaze, dark muzzle, black mane, white tail, four high stockings",2003,2004
Quarter Horse Stallion,1637,American Quarter Horse,"liver chestnut, blaze, snip, flaxen mane/tail, shaded knees, hind stockings",2003,2005
Quarter Horse Stallion,1640,"Western Show Horse and Rider Gift Set With doll, brown western tack, comb","fawn and white pinto, wide blaze, snip, white mane/tail, hind socks",2005,2006
Quarter Horse Stallion,1656,American Quarter Horse,"buckskin, black points, near fore and off hind stockings, off fore pastern",2005,2006
Quarter Horse Stallion,1672,American Quarter Horse Horse Lovers Club,"buckskin, black points, near fore and off hind stockings, off fore pastern",2007,
Quarter Horse Stallion,9015,Quarter Horse Stallion,"bay, solid face, black points, no or various stockings",1984,1988
Quarter Horse Stallion,9015,Quarter Horse Stallion,"buckskin, solid face, black points, some with four stockings, some with black legs",1984,1988
Quarter Horse Stallion,9015,Quarter Horse Stallion,"palomino, most with solid face, white mane/tail, various stockings",1984,1988
Quarter Horse Stallion,9035,Bay Pinto,"bay tobiano, solid face, black points, some with four stockings",1985,1988
Quarter Horse Stallion,9040,Appaloosa,"black blanket, solid face, black mane/tail, hind socks",1985,1988
Quarter Horse Stallion,9060,Quarter Horse Stallion,"blue roan, black points",1989,1994
Quarter Horse Stallion,9075,Paint,"black tobiano, solid face, black mane/tail, four stockings",1989,1994
Quarter Horse Stallion,9080,Appaloosa,"chestnut blanket, solid face, same color or darker chestnut mane/tail, four stockings",1989,1994
Quarter Horse Stallion,710496,"Young Equestrian Team With Arabian Stallion, Thoroughbred Stallion","dark bay tobiano, solid face, charcoal/black points, four socks",1996,
Quarter Horse Stallion,710997,Young Champions Show Horse Set With Arabian Stallion,"dark bay tobiano, solid face, charcoal/black points, four socks",1997,
Quarter Horse Stallion,710997,Young Champions Show Horse Set With Arabian Stallion,"buckskin, bald face, black points",1997,
Quarter Horse Stallion,711090,"Breyer Parade of Breeds Collector's Assortment III With American Saddlebred, Arabian Stallion, Clydesdale, Morgan Stallion, Thoroughbred Stallion","black leopard, grey muzzle, black mane/tail, knees and hocks",1990,
Quarter Horse Stallion,713267,"Breyer Parade of Breeds With American Saddlebred, Arabian Stallion, Morgan Stallion, Thoroughbred Stallion","red leopard, greyish brown mane/tail, knees and hocks, four stockings",1988,
Quarter Horse Stallion,713267,"Breyer Parade of Breeds With American Saddlebred, Arabian Stallion, Morgan Stallion, Thoroughbred Stallion","smoke grey, solid upper face, light area above nose, black points, four stockings",1988,
Quarter Horse Stallion,719051,"Breyer Parade of Breeds Collector's Assortment II With American Saddlebred, Arabian Stallion, Clydesdale, Morgan Stallion, Thoroughbred Stallion","black, solid face, black mane/tail, four stockings",1989,
Thoroughbred Stallion,1010,"Bitsy Breyer and Thoroughbred Jockey Set With doll, plastic English tack, comb","bay, charcoal or black points, no white markings",1984,1987
Thoroughbred Stallion,1010,"Bitsy Breyer and Thoroughbred Jockey Set With doll, plastic English tack, comb","black, solid face, black mane/tail, off hind stocking or no stockings",1984,1987
Thoroughbred Stallion,1010,"Bitsy Breyer and Thoroughbred Jockey Set With doll, plastic English tack, comb","chestnut, darker chestnut mane/tail, some with off hind stocking",1984,1987
Thoroughbred Stallion,1017,"Topside and Stevie With doll, English tack, competitor's number, comb","sandy bay, black points,no white markings",1994,1998
Thoroughbred Stallion,1022,Prancer,"shaded bay, star, black points, four stockings",1995,1998
Thoroughbred Stallion,1025,"Cobalt and Veronica With doll, plastic English tack, comb","black, no white markings",1995,1998
Thoroughbred Stallion,1605,Appaloosa,palomino blanket,1999,2000
Thoroughbred Stallion,1611,"Eventing Thoroughbred With doll, plastic English tack, comb",chestnut,1999,2000
Thoroughbred Stallion,1615,Bay Tobiano Paint Horse,bay tobiano,2001,2003
Thoroughbred Stallion,1623,"Eventing Horse & Rider Set With doll, plastic English tack, comb",chestnut overo,2001,2004
Thoroughbred Stallion,1625,"Color 'N Play Set With carrying case, markers, stickers","palomino, white mane/tail, three low stockings, not near fore",2001,
Thoroughbred Stallion,1627,"Paddock Pals Ranch Carrying Case With carrying case barn, hay bales, water trough, feed sacks, tack trunk, ladder sawhorse, tools",bay pinto,2003,2008
Thoroughbred Stallion,1635,Appaloosa,red dun blanket,2003,2005
Thoroughbred Stallion,1642,"Race Horse and Jockey Gift Set With doll, plastic English tack, crop",light bay,2005,2006
Thoroughbred Stallion,1655,Sport Horse,black blanket,2005,2006
Thoroughbred Stallion,1673,Sport Horse Horse Lovers Club,black blanket,2007,
Thoroughbred Stallion,4114,"Paint Your Own Horse Activity Kit With unpainted Arabian Stallion, paint, instructions.",unpainted white,2005,2020
Thoroughbred Stallion,9010,Thoroughbred Stallion,"bay, charcoal or black points, no white markings",1984,1988
Thoroughbred Stallion,9010,Thoroughbred Stallion,"chestnut, darker chestnut mane/tail, some with off hind stocking",1984,1988
Thoroughbred Stallion,9010,Thoroughbred Stallion,"black, solid face, black mane/tail, tan hooves, no stockings",1984,1988
Thoroughbred Stallion,9010,Thoroughbred Stallion,"black, solid face, black mane/tail, off hind stocking",1984,1988
Thoroughbred Stallion,9055,Thoroughbred Stallion,"dark grey, some with lighter lower face, black points, hind stockings",1989,1994
Thoroughbred Stallion,410195,Glamour Girls Ranch with Horse and Rider With Arabian Stallion,"dun, dark brown/black points, dorsal stripe, hind stockings",2005,
Thoroughbred Stallion,710496,"Young Equestrian Team With Arabian Stallion, Quarter Horse Stallion","alabaster, white and tan/grey mane/tail, grey shading on joints",1996,
Thoroughbred Stallion,711090,"Breyer Parade of Breeds Collector's Assortment III With American Saddlebred, Arabian Stallion, Clydesdale, Morgan Stallion, Quarter Horse Stallion","dappled rose grey, darker mane/tail, shaded knees and hocks, four stockings",1990,
Thoroughbred Stallion,713267,"Breyer Parade of Breeds With American Saddlebred, Arabian Stallion, Morgan Stallion, Quarter Horse Stallion","dark bay, black points, off hind sock",1988,
Thoroughbred Stallion,719051,"Breyer Parade of Breeds Collector's Assortment II With American Saddlebred, Arabian Stallion, Clydesdale, Morgan Stallion, Quarter Horse Stallion","bay, black points, hind socks",1989,
Thoroughbred Stallion,719051,"Breyer Parade of Breeds Collector's Assortment II With American Saddlebred, Arabian Stallion, Clydesdale, Morgan Stallion, Quarter Horse Stallion","red bay, black points, hind stockings",1989,
Thoroughbred Stallion,720021,Palomino Appaloosa,palomino blanket,2006,
Thoroughbred Stallion,760184,"Pine Hollow Stables Deluxe Playset With Arabian Stallion, Morgan Stallion, Thoroughbred Stallion","chestnut, star, snip, hind socks",2008,
Thoroughbred Stallion,994141,"Paint & Trade Activity Kit With Arabian Stallion, brush, paint pots, instruction book",unpainted,2009,
Thoroughbred Stallion,2015,Sweet Home Chicago GiveawayProbably leftovers of #9010,,,
Unicorn,1606,Unicorn,white,1999,2000
Unicorn,1629,Unicorn,lavender,2003,
Unicorn,1639,Unicorn,pearlescent white with lavender and gold tint,2004,2005
Unicorn,1652,Unicorn,pearlescent green,2005,2006
Unicorn,1670,Unicorn Horse Lovers Club,pearlescent green,2007,
Unicorn,9020,Unicorn,white,1984,1994
Unicorn,720022,Unicorn/White,white/alabaster with gold/white horn,2006,
Unicorn,1985,Montgomery Ward,,,
Alborozo,711108,Alborozo,"dappled grey, shaded muzzle, darker grey mane, light grey tail, shaded knees and hocks",2008,
Alborozo,711108G,Alborozo,"glossy dappled grey, shaded muzzle, darker grey mane, light grey tail, shaded knees and hocks",2008,
Alborozo,711192,Alegria,"grullo, diamond, black points, off rear coronet",2014,
Alborozo,711193,Plateado,crystal,2014,
Arabian Mare,706,S Justadream,"chestnut, blaze into broad snip, flaxen mane/tale, three socks, not near fore",2009,2011
Arabian Mare,706G,S Justadream - Glossy,"glossy chestnut, blaze into broad snip, flaxen mane/tale, three socks, not near fore",2010,
Arabian Mare,1720,OT Sara Moniet RS,chestnut,2014,2016
Arabian Mare,1832,Raia,"dappled bay, black points, four stockings",2020,
Arabian Mare,9112,Gold Raven Valerie Kanavy's Endurance Champion,dappled grey,2010,
Arabian Mare,90151,Oasis,dappled bay,2009,
Arabian Mare,410525,Smoke and Mirrors With Goffert,dappled dark grey,2011,
Arabian Mare,711069,Make A Wish,palomino,2009,
Arabian Mare,711243,Furano,light dapple grey,2016,
Arabian Mare,712038,Summer Love,red dun pinto,2010,
Arabian Mare,712157,Burnham,dapple grey,2015,
Arabian Mare,B-EV-10447,Belesema Sapphire,"chestnut with blaze, white lip and pinking on muzzle. Stocking with tan hoof on left rear leg.",2025,
Cantering Morgan,6926,Morgan,black,2021,2022
Cantering Morgan,10098,Wild Things,pearly flaxen chestnut sabino,2024,
Cantering Morgan,10098,Wild Things,glossy metallic green colorshift sabino,2024,
Cantering Morgan,90195,Charleston,bay tovero,2019,
Cantering Morgan,711368,Skye,glossy silver black,2020,
Cantering Morgan,711493,Blanca,black tovero w/ pearly finish,2021,
Cantering Morgan,712435,Shelbourne,dappled dun,2022,
Cantering Morgan,712514,Spooky Surprise Blind Bags Series 5 - Mini Nevermore,"pearly mauve coat with black points, black ends in mane and tail, raven, spider webs, gothic filigree, skull motifs",2023,
Cantering Morgan,2026,"BreyerFest Limited Edition(2,100 sets made) Inspired by 2008 Open Show Reserve Champion prize model ""Calabria""",,,
Cantering Stock Horse,59230,Stablemates Play Mat,palomino,2007,
Cantering Stock Horse,700640,Special Delivery - Cow Pony,"palomino, white mane/tail, hind stockings",2015,
Fighting Stallion,6051,70th Anniversary Mystery Horse Surprise,"glossy charcoal, white points",2020,
Fighting Stallion,10099,"Dance The Night Best of BreyerFest With Clydesdale Stallion, Valego, Fighting Stallion, Loping Stock Horse, Irish Draught","grey extended blanket, black points",2024,
Fighting Stallion,301190,"FFA Four Horse Gift Set With Fighting Stallion, Appaloosa, Andalusian, Clydesdale Stallion","black with DO on left side, diamond",2023,
Fighting Stallion,711397,Nouveau,"gold, orange, and teal decorator",2021,
Fighting Stallion,712369,Prince,"glossy palomino, white points",2020,
Fighting Stallion,712401,Spooky Surprise Blind Bags Series 3 - Mini Spirit of Hallowed Eve,pearly/iridescent blue-grey coat with lavender ghosts,2021,
Fighting Stallion,712433,Dax,chestnut blanket appaloosa with pink interference,2022,
Fighting Stallion,2024,"Vintage Collectors Club Optional Model (1,000 sets made)",,,
Fighting Stallion,2025,Collector Club Winter Exclusive,,,
Fighting Stallion,2026,"Vintage Club Bonus Release SM (1,200 made)",,,
Giorgio,90207,Giorgio,dappled rose grey,2022,
Giorgio,10158,"Freshly Baked Blind Bags With American Saddlebred, Arabian, Giorgio, Mustang",dark brown with chalky white crinkle markings,2024,
Giorgio,711628,Whippletree Best of BreyerFest Series 4,glossy palomino,2023,
Giorgio,712498,Nero,black leopard appaloosa,2023,
Giorgio,B-CS-10318,April Fool's Blind Bags (Spotted Belgian),smoke blue/grey appaloosa,2025,
Giorgio,B-EV-10474,Shindig,"dark rose grey sabino pinto, apron blaze",2025,
Giorgio,B-EV-10474,Shindig,"colorshift sabino pinto, apron blaze",2025,
Giorgio,B-SM-10258,Deluxe Horse Collection,"palomino, blaze, stocking on both rear legs",2025,
Standing Stock Horse,5397,"Horse Crazy Gift Collection With Arabian - Walking, Mustang, Standing Stock Horse, Standing Thoroughbred",palomino,2015,2020
Standing Stock Horse,5405,"Stablemates Horspital With Standing Foal, hose, bucket, medical box, ointment tube, spray bottle, grooming tote, shampoo bottles, two horse blankets and 4-pc fencing.",red bay,2008,2009
Standing Stock Horse,5412,"Stablemates Horse Lover's Collection 10 Horse Shadow Box Set With American Saddlebred, Appaloosa, Clydesdale, Friesian, Para Dressage, Paso Fino, Standardbred, Trotting Foal, Warmblood.",bay,2010,2016
Standing Stock Horse,5425,"Stablemates Horse Lover's Collection 10 Horse Shadow Box Set With Warmblood, American Saddlebred, Trotting Foal, Standing Stock Horse, Paso Fino, Standardbred, Appaloosa, Friesian, American Quarter Horse, Clydesdale","bay, black points",2017,2019
Standing Stock Horse,5500,"Stablemates Saddle Club 4-piece Play Set With Appaloosa, Standing Thoroughbred, Thoroughbred",black,2008,2011
Standing Stock Horse,5502,"Jumping to Conclusions Lisa and Prancer Play Set With Warmblood, two English bridles, two English saddles, log jump, timber jump, blanket, bag of oats, and feed bucket.","chestnut, rear socks",2008,2011
Standing Stock Horse,5706,American Quarter Horse - Red Roan Stablemates Assortment #5907,red roan,2009,2011
Standing Stock Horse,5899,Mystery Horse Surprise,red roan,2017,
Standing Stock Horse,5906,Paint Horse Stablemates Single Horse Assortment,"bay overo, star",2006,2008
Standing Stock Horse,5906,Quarter Horse Stablemates Single Horse Assortment,sorrel,2008,
Standing Stock Horse,5922/5930,Horse and Foal Set With Cantering Foal,"palomino, cream mane and tail",2007,2015
Standing Stock Horse,5941,"Mystery Foal Surprise - Family 2 With Peruvian Paso, Standing Foal",bay pinto,2012,2013
Standing Stock Horse,5976,"American Paint Stablemates 4 Pc Gift Collection With Belgian, Cantering Warmblood, Friesian",palomino pinto,2009,2011
Standing Stock Horse,6021,"Super Sporty With Arabian, Standing Stock Horse, Hanoverian, Standing Thoroughbred","grey leopard, star, shaded head and lower legs, grey and white streaked mane/tail",2015,2017
Standing Stock Horse,6027,English Play Set With Arabian,blue roan,2017,2020
Standing Stock Horse,6035,"Wild at Heart Four Horse Set With Appaloosa, Reining, Mustang, Standing Stock Horse",liver chestnut roan,2018,2019
Standing Stock Horse,6047,Mystery Horse Surprise Series Two,bay,2019,2020
Standing Stock Horse,9210,Boomerang Spirit Blind Bag,chestnut tobiano,2017,2020
Standing Stock Horse,9239,Boomerang Mini Paint Kit,unpainted,2017,2020
Standing Stock Horse,46003,Fun in the Sun 500 Piece Puzzle,bay pinto,2008,2009
Standing Stock Horse,59202,Stablemates Riding Academy,palomino,2007,2018
Standing Stock Horse,59204,"Deluxe Animal Hospital With grey Standing Stock Horse and black Scrambling Foal, Donkey, Goat, Border Collie and Sitting Cat. Other accessories include a horse blanket, operating table, and a bandage box.",grey,2010,2019
Standing Stock Horse,59214,"Deluxe Animal Hospital With Standing Stock Horse, Scrambling Foal, Donkey, Border Collie, Sitting Cat, horse blanket, operating table, and bandage box.",light grey,2020,
Standing Stock Horse,59217,"Wooden Carry Stable with Horses With American Saddlebred (2), Andalusian (2), Standing Stock Horse (2)","white, black hooves",2020,
Standing Stock Horse,59217,"Wooden Carry Stable with Horses With American Saddlebred (2), Andalusian (2), Standing Stock Horse (2)",red chestnut,2020,
Standing Stock Horse,59218,"Unicorn Magic Wooden Carry Stable With American Saddlebred (2), Andalusian (2), Standing Stock Horse (2)","pink, lavender mane/tail and hooves, gold horn",2020,
Standing Stock Horse,59218,"Unicorn Magic Wooden Carry Stable With American Saddlebred (2), Andalusian (2), Standing Stock Horse (2)","pink, lighter mane/tail and hooves, gold horn",2020,
Standing Stock Horse,97244,Quarter Horse,"bay, black points, star, snip",2020,
Standing Stock Horse,97245,Horse Crazy Surprise,red roan,2017,2018
Standing Stock Horse,97247,Horse Crazy Shadowbox,"bay, black points",2017,
Standing Stock Horse,97248,"Horse Crazy Gift Collection With Mustang, Arabian Walking, Standing Thoroughbred, Standing Stock Horse",palomino,2017,2018
Standing Stock Horse,97261,Horse Crazy Surprise,red roan,2018,
Standing Stock Horse,301124,"Bonanza Ponderosa Ranch Set With the Ponderosa Ranch, four figures representing the main characters (Ben, Adam, Hoss, and Little Joe), Appaloosa, Cantering Warmblood, Morgan, Standing Stock Horse, Cow, a Running Calf, a Border Collie, 2 Western saddle and bridle sets, 4 pieces of fencing, and a 2-ft. x 2-ft. play mat.",black pinto,2010,
